id,title,category,year,publisher,authors,country,era,subject,isbn13,synopsis,source_url,confidence
463,WWE Superstar Handbook,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
464,WWE Superstars Money in the Bank,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
465,WWE Ultimate Superstar Guide,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
466,WWE: Absolutely Everything You Need To Know & How To Be a WWE Superstar,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
467,WWE: The New Day: Power Of Positivity,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
468,WWE: The Official Cookbook,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
469,WWE: The Phenomenal One & WWE Original Graphic Novel: Undertaker Rise of the Deadman,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
470,Wahoo,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
471,Waking Up: From the Wrestling Ring to the Yoga Mat,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
473,Way of the Blade: 100 of the Greatest Bloody Matches in Wrestling History,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
474,We Promised You a Great Main Event: An Unauthorized WWE History,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
475,What Happened To Our Wrestling?: ...Charlie From Starkville Asks The Fans!,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
476,What Pro-Wrestlers Are Showing The Audience,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
477,When I Shot Good Guys and Bad Guys (Who Wrestled at the Cow Palace),about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
478,When It Was Real,about_wrestling,,Crowbar Press,Nikita Breznikov; Scott Teal,,,Nikita Breznikov,,,https://slamwrestling.net/archives/books/,low
479,"When Wrestlers Had Cauliflower Ears: The Life and Times of Ron ""The Golden Gladiator"" Hill",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
539,Wilbur Snyder: The World's Most Scientific Wrestler,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/62-ws.html,high
481,Women Love Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
482,World Wrestling Insanity: The Decline and Fall of a Family Empire,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
484,WrestleMania 2019 Special,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
485,WrestleMania: The Official Insider's Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
486,Wrestleville: Where Wrestling Lives Volume 2,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
487,Wrestleville: the Pro Wrestling Vault – Volume 1,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
541,Wrestling Archive Project v1,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/21-wa.html,high
542,Wrestling Archive Project v2,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/32-wa2.html,high
543,Wrestling Archive Project v3,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/63-wa3.html,high
490,Wrestling Observer Yearbook 1997: The Last Time WWF was Number Two,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
491,"Wrestling Reality – The Life And Mind of Chris Kanyon, Wrestling's Gay Superstar",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
492,Wrestling Superstars: Complete Guide to LJN WWF Wrestling Figures,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
494,Wrestling Title Histories,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
495,Wrestling With Joeylicious,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
496,Wrestling With The Devil,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
499,Wrestling in Akron: Images on Sports,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
500,Wrestling in the Canadian West,about_wrestling,,Crowbar Press,Scott Teal,,,,,,https://slamwrestling.net/archives/books/,low
501,"Wrestling on the Staked Plains: Lubbock, TX 1933-1980",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
503,Wrestling with the Truth,about_wrestling,,Crowbar Press,Downtown Bruno; Scott Teal,,,Downtown Bruno,,,https://slamwrestling.net/archives/books/,low
504,Wrestling's 101 Strangest Matches,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
505,Wrestling's Heels and Heroes,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
506,Wrestling's New Golden Age: How Independent Promotions Have Revolutionized One of America's Favorite Sports,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
507,Wrestling's One-Ring Circus: The Death of the World Wrestling Federation,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
508,Wrestling's Sinking Ship: What Happens To An Industry With No Competition,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
509,Wrestling: A Pictorial History,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
510,YES! My Improvable Journey to the Main Event of WrestleMania,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
511,You're Gonna Hurt Yourself,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
512,Young Bucks: Killing the Business from Backyards to the Big Leagues,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
513,Último Dragón: The Graphic Novel,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
544,Whatever Happened to Gorgeous George?,about_wrestling,1974,Prentice-Hall,Joe Jares; Scott Teal,US,golden_age,,9780139519673,Sports Illustrated writer's pioneering history of pro wrestling. Reprinted by Crowbar Press.,https://www.crowbarpress.com/22-gg.html,high
520,Drawing Heat,about_wrestling,1988,Black Moss Press,Jim Freedman; Scott Teal,Canada,territorial,,9780887531682,Anthropologist's classic ethnography of life on the indie/Stampede circuit. Reprinted by Crowbar Press.,https://www.crowbarpress.com/10-dh.html,high
46,Black Stars of Professional Wrestling,about_wrestling,1999,,Julian L. D. Shabazz,,,,,,https://slamwrestling.net/archives/books/,medium
345,The Buzz on Professional Wrestling,about_wrestling,2001,Lebhar-Friedman Books,Scott Keith,US,,,9780867308204,Keith's irreverent guide to wrestling's history and personalities.,https://slamwrestling.net/archives/books/,high
483,WrestleCrap: The Very Worst of Pro Wrestling,about_wrestling,2003,ECW Press,R.D. Reynolds,Canada,,,9781550226843,"Catalogue of wrestling's most absurd gimmicks, angles, and ideas.",https://slamwrestling.net/archives/books/,high
621,Tonight... in this Very Ring: A Fan's History of Pro Wrestling,about_wrestling,2004,Citadel Press,Scott Keith,US,,,9780806525853,Keith's affectionate fan-perspective history of wrestling's biggest moments.,,high
624,WrestleCrap and Figure Four Weekly Present: The Death of WCW,about_wrestling,2004,ECW Press,Bryan Alvarez; R.D. Reynolds,Canada,monday_night_wars,,9781550226614,"Definitive autopsy of WCW's collapse, from heyday through 2001 sale.",,high
622,Wrestling's Made Men: Triple H's Reign and the Politics of WWE Champions,about_wrestling,2004,Citadel Press,Scott Keith,US,modern,,9780806525846,Keith on world title politics in the post-Attitude WWE.,,high
653,Lucha Loco: Inside the Crazy World of Lucha Libre,about_wrestling,2005,Ammo Books,Malcolm Venville,Mexico,,,9780971613959,Photography book on contemporary Mexican lucha libre.,,high
3,"Wrestlers Are Like Seagulls"" From McMahon to McMahon",about_wrestling,2005,,"Scott Teal, Philip Varriale James J. Dillon",,,,,,https://slamwrestling.net/archives/books/,medium
497,Wrestling at the Chase: The Inside Story of Sam Muchnick and the Legends of Professional Wrestling,about_wrestling,2005,ECW Press,Larry Matysik,Canada,territorial,,9781550226842,Matysik's insider history of St. Louis Wrestling and his mentor Sam Muchnick.,https://slamwrestling.net/archives/books/,high
40,Big Apple Takedown,about_wrestling,2006,,Rudy Josephs,,,,,,https://slamwrestling.net/archives/books/,medium
2,"Is That Wrestling Fake?"" The Bear Facts",about_wrestling,2006,,Ivan Koloff; Scott Teal,,,,,,https://slamwrestling.net/archives/books/,medium
292,Ringside: A History of Professional Wrestling in America,about_wrestling,2006,Praeger,Scott Beekman,US,,,9780275984014,Academic history of pro wrestling from circus carnivals to WWE.,https://slamwrestling.net/archives/books/,high
19,After The Bell,about_wrestling,2007,,David Hassler; Maggie Anderson,,,,,,https://slamwrestling.net/archives/books/,medium
245,National Wrestling Alliance: The Untold Story of the Monopoly that Strangled Pro Wrestling,about_wrestling,2007,ECW Press,Tim Hornbaker,Canada,territorial,,9781550227413,Definitive history of the NWA cartel from 1948 through its decline.,https://slamwrestling.net/archives/books/,high
258,Pain and Passion: The History of Stampede Wrestling,about_wrestling,2007,ECW Press,Heath McCoy,Canada,territorial,,9781550227871,History of the Hart family's Stampede Wrestling promotion.,https://slamwrestling.net/archives/books/,high
626,WrestleCrap: The Book of Lists,about_wrestling,2007,ECW Press,Blade Braxton; R.D. Reynolds,Canada,,,9781550227628,Lists-based companion to WrestleCrap covering wrestling's worst-of categories.,,high
488,"Wrestling Babylon: Piledriving Tales of Drugs, Sex, Death, and Scandal",about_wrestling,2007,ECW Press,Irvin Muchnick,Canada,,,9781550227611,Investigative essays on wrestling's dark side; nephew of promoter Sam Muchnick.,https://slamwrestling.net/archives/books/,high
18,Adventures in Larryland!,about_wrestling,2008,,Larry Zbyszko,,,,,,https://slamwrestling.net/archives/books/,medium
652,"The World of Lucha Libre: Secrets, Revelations, and Mexican National Identity",about_wrestling,2008,Duke University Press,Heather Levi,Mexico,,,9780822343158,Academic anthropological study of lucha libre's cultural meaning in Mexico.,,high
610,The Midnight Express 25th Anniversary Scrapbook,about_wrestling,2009,self-published,Jim Cornette,US,territorial,,,Cornette's photo-heavy retrospective of the Midnight Express.,,high
637,WWE Encyclopedia of Sports Entertainment,about_wrestling,2009,DK Publishing,Brian Shields; Kevin Sullivan,US,,,9780756655976,Comprehensive WWE-licensed reference book.,,high
8,A Battle Royal in the Sky: The Life and Death of Wrestling's 100 Greatest Gods and Gimmicks,about_wrestling,2012,,Rich Tarantino,,,,,,https://slamwrestling.net/archives/books/,medium
13,"A Pro Wrestling Curriculum; Advice, Suggestions And Stories To Help The Aspiring Pro Get To The Next Level",about_wrestling,2012,,Dr. Tom Prichard,,,,,,https://slamwrestling.net/archives/books/,medium
48,Blood Red Turns Dollar Green,about_wrestling,2012,,Paul O'Brien,,,,,,https://slamwrestling.net/archives/books/,medium
204,"Legends of Pro Wrestling: 150 Years of Headlocks, Body Slams, and Piledrivers",about_wrestling,2012,Sports Publishing,Tim Hornbaker,US,,,9781613210758,Comprehensive A-Z reference of historical wrestlers.,https://slamwrestling.net/archives/books/,high
632,"Mad Dogs, Midgets and Screw Jobs: The Untold Story of How Montreal Shaped the World of Wrestling",about_wrestling,2013,ECW Press,Bertrand Hebert; Pat Laprade,Canada,territorial,,9781770410817,Definitive history of Montreal/Quebec wrestling from the early 20th century.,,high
636,"The Squared Circle: Life, Death, and Professional Wrestling",about_wrestling,2013,Gotham Books,David Shoemaker,US,,,9781592408580,Grantland writer's literary essay collection on wrestlers who died young.,,high
6,30 Years of WrestleMania,about_wrestling,2014,,Brian Shields,,,,,,https://slamwrestling.net/archives/books/,medium
625,The Death of WCW: 10th Anniversary Edition,about_wrestling,2014,ECW Press,Bryan Alvarez; R.D. Reynolds,Canada,monday_night_wars,,9781770411494,Updated and expanded edition of the WCW history.,,high
619,Capitol Revolution: The Rise of the McMahon Wrestling Empire,about_wrestling,2015,ECW Press,Tim Hornbaker,Canada,rock_n_wrestling,,9781770411500,History of the McMahon family promotion from Jess McMahon through Vince Sr.,,high
611,Jim Cornette's Journey Through The Mid-Atlantic Volume 1,about_wrestling,2017,self-published,Jim Cornette,US,territorial,,,Cornette-narrated photo book on Mid-Atlantic Wrestling.,,high
310,Sisterhood of the Squared Circle: The History and Rise of Women's Wrestling,about_wrestling,2017,ECW Press,Dan Murphy; Pat Laprade,Canada,,,9781770413238,Comprehensive history of women's pro wrestling from Mildred Burke to today.,https://slamwrestling.net/archives/books/,high
98,"Death Of The Territories: Expansion, Betrayal and the War That Changed Pro Wrestling Forever",about_wrestling,2018,ECW Press,Tim Hornbaker,Canada,rock_n_wrestling,,9781770413849,How Vince McMahon's WWF expansion in the early 1980s killed the territory system.,https://slamwrestling.net/archives/books/,high
609,Jim Cornette Presents Behind the Curtain: Real Pro Wrestling Stories,about_wrestling,2019,ECW Press,Brady Hicks; Jim Cornette,Canada,territorial,,9781770414716,"Cornette's first storytelling book, drawn from his Drive-Thru podcast.",,high
638,"WWE Encyclopedia of Sports Entertainment, 4th Edition",about_wrestling,2020,DK Publishing,Brian Shields; Steven Pantaleo,US,,,9781465489449,Updated edition through 2020.,,high
21,Alondra,about_wrestling,2022,,A. L. Hawke,,,,,,https://slamwrestling.net/archives/books/,medium
37,Basketball Bo,about_wrestling,2024,,Adam Jack Pelley,,,,,,https://slamwrestling.net/archives/books/,medium
9,A Chosen Destiny: My Story,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
515,"ATLAS: Too Much, Too Soon",by_wrestler,,Crowbar Press,Scott Teal; Tony Atlas,US,territorial,Tony Atlas,,,https://www.crowbarpress.com/11-ta.html,high
518,BRISCO,by_wrestler,,Crowbar Press,Jack Brisco; Scott Teal,US,territorial,Jack Brisco,,,https://www.crowbarpress.com/17-jb.html,high
519,BRUISER,by_wrestler,,Crowbar Press,Dick the Bruiser; Scott Teal,US,territorial,Dick the Bruiser,,,https://www.crowbarpress.com/25-db.html,high
516,Battleground Valhalla,by_wrestler,,Crowbar Press,"Michael ""Starbuck"" Majalahti; Scott Teal",US,territorial,"Michael ""Starbuck"" Majalahti",,,https://www.crowbarpress.com/28-sb.html,high
47,Blakwidow: My First Year as a Professional Wrestler,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
64,"Bruno Sammartino: An Autobiography of Wrestling's Living Legend & ""Is That Wrestling Fake?"" The Bear Facts",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
65,Bruno Sammartino: The Autobiography of Wrestling's Living Legend,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
97,"Death Clutch: My Story of Determination, Domination and Survival",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
99,Deepak Massand: An Autobiography,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
125,Food Fight: My Plant-Powered Journey From The Bingo Halls To The Big Time,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
131,"From Saturday Night To Sunday Night: My Forty Years Of Laughter, Tears, And Touchdowns In TV",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
524,HOOKER,by_wrestler,,Crowbar Press,Lou Thesz; Scott Teal,US,territorial,Lou Thesz,,,https://www.crowbarpress.com/13-lt.html,high
166,Hulk Hogan: My Life Outside the Ring,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
525,Inside Out,by_wrestler,,Crowbar Press,Ole Anderson; Scott Teal,US,territorial,Ole Anderson,,,https://www.crowbarpress.com/01-oa.html,high
526,Is That Wrestling Fake,by_wrestler,,Crowbar Press,Ivan Koloff; Scott Teal,US,territorial,Ivan Koloff,,,https://www.crowbarpress.com/04-ik.html,high
186,Job Man: My Life in Professional Wrestling,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
190,Just Tyrus: A Memoir,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
202,Latin Thunder: My Journey off the Top Rope,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
205,"Life is Short and So Am I – My Life Inside, Outside and Under the Wrestling Ring",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
528,Long Days & Short Pays,by_wrestler,,Crowbar Press,Duke West; Scott Teal,US,territorial,Duke West,,,https://www.crowbarpress.com/09-hw.html,high
210,Looking at the Lights: My Path From Fan to a Wrestling Heel,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
213,Luscious: The Story of Four Time NWA World Champion Rocky Reynolds & Abusive Relationship: My Attempt to Escape from Professional Wrestling,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
529,Master of the Ring,by_wrestler,,Crowbar Press,Buddy Rogers; Scott Teal,US,territorial,Buddy Rogers,,,https://www.crowbarpress.com/61-br.html,high
222,"Mat Memories: My Wild Life in Pro Wrestling, Country Music and With the Mets",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
241,My Life in Heaven Town,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
532,NIKITA,by_wrestler,,Crowbar Press,Nikita Koloff; Scott Teal,US,territorial,Nikita Koloff,,,https://www.crowbarpress.com/15-nk.html,high
246,New Jack: Memoir of a Pro Wrestling Extremist,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
265,Playboy Gary Hart: My Life in Wrestling,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
280,"Pure Dynamite: The Autobiography Of Tom ""Dynamite Kid' Billington",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
533,Raising Cain v1,by_wrestler,,Crowbar Press,Frankie Cain; Scott Teal,US,territorial,Frankie Cain,,,https://www.crowbarpress.com/56-fc1.html,high
534,Raising Cain v2,by_wrestler,,Crowbar Press,Frankie Cain; Scott Teal,US,territorial,Frankie Cain,,,https://www.crowbarpress.com/57-fc2.html,high
291,Ringman: My Thirty-Two Years in the Surreal World of Pro Wrestling,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
300,Saint Mick: My Journey From Hardcore Legend to Santa's Jolly Elf,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
527,The Last Laugh,by_wrestler,,Crowbar Press,Bill De Mott; Scott Teal,US,territorial,Bill De Mott,,,https://www.crowbarpress.com/12-bd.html,high
530,"The Mat, the Mob & Music",by_wrestler,,Crowbar Press,Scott Teal; Tom Hankins,US,territorial,Tom Hankins,,,https://www.crowbarpress.com/26-th.html,high
535,The Solie Chronicles,by_wrestler,,Crowbar Press,Gordon Solie; Scott Teal,US,territorial,Gordon Solie,,,https://www.crowbarpress.com/07-gs.html,high
405,The Third Man: My Life And Times Inside The Ring And Out,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
406,The Three Count: My Life in Stripes as a WWE Referee,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
538,"We Wrestled, We Brawled, We Started It All",by_wrestler,,Crowbar Press,Joel Goodhart; Scott Teal,US,territorial,Joel Goodhart,,,https://www.crowbarpress.com/101-jg.html,high
480,When it Was: My Life on Both Sides of the Camera,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
540,Wrestlers Are Like Seagulls,by_wrestler,,Crowbar Press,JJ Dillon; Scott Teal,US,territorial,JJ Dillon,,,https://www.crowbarpress.com/02-jj.html,high
489,Wrestling Is My Gimmick: My Life on the Wrong Side of the Three Count,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
493,Wrestling The Hulk: My Life Against The Ropes,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
498,"Wrestling for My Life: The Legend, the Reality, and the Faith of a WWE Superstar",by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
502,Wrestling with Fatherhood: My Championship Journey to My Greatest Title: Dad,by_wrestler,,,,,,,,,https://slamwrestling.net/archives/books/,low
608,Hooker: An Authentic Wrestler's Adventures Inside the Bizarre World of Professional Wrestling,by_wrestler,1995,Wrestling Channel Press,Kit Bauman; Lou Thesz,US,golden_age,Lou Thesz,9780966011418,Thesz's memoir; landmark insider account of the catch-as-catch-can era. Republished by Crowbar Press.,,high
601,Have a Nice Day: A Tale of Blood and Sweatsocks,by_wrestler,1999,ReganBooks/HarperCollins,Mick Foley,US,attitude,Mick Foley,9780061031014,"Foley's first autobiography, written entirely by hand. Frank account of his journey from Long Island fan to ECW/WCW/WWF main-eventer. NYT #1 bestseller.",,high
617,Pure Dynamite: The Price You Pay for Wrestling Stardom,by_wrestler,1999,Winding Stair Press,Alison Coleman; Tom Billington,Canada,rock_n_wrestling,Dynamite Kid,9781552770108,"Brutally honest memoir from the Dynamite Kid; landmark for its candor about pain, drugs, and Stampede.",,high
651,I'm Next: The Strange Journey of America's Most Unlikely Superhero,by_wrestler,2000,Crown Publishers,Bill Goldberg; Steve Goldberg,US,monday_night_wars,Bill Goldberg,9780609606919,Goldberg's autobiography during his WCW peak.,,high
618,Positively Page: The Diamond Dallas Page Journey,by_wrestler,2000,Sports Publishing,Diamond Dallas Page; Larry Genta,US,attitude,Diamond Dallas Page,9781582613048,DDP's autobiography on his late-blooming WCW career and self-help focus.,,high
644,The Rock Says...: The Most Electrifying Man in Sports-Entertainment,by_wrestler,2000,ReganBooks,Joe Layden; The Rock,US,attitude,Dwayne Johnson,9780061030758,"The Rock's first autobiography on his early days, USC, and rapid WWF rise.",,high
602,Foley Is Good: And the Real World Is Faker Than Wrestling,by_wrestler,2001,ReganBooks/HarperCollins,Mick Foley,US,attitude,Mick Foley,9780061031021,"Sequel autobiography covering Foley's late-'90s WWF run, retirement, and the McMahon-Helmsley era.",,high
181,It's True! It's True!,by_wrestler,2001,ReganBooks,John Harper; Kurt Angle,US,attitude,Kurt Angle,9780061031113,Angle's first autobiography focusing on his Olympic gold and WWF debut.,https://slamwrestling.net/archives/books/,high
614,Bobby the Brain: Wrestling's Bad Boy Tells All,by_wrestler,2002,Triumph Books,Bobby Heenan; Steve Anderson,US,rock_n_wrestling,Bobby Heenan,9781572434585,"Heenan's first memoir covering AWA, WWF, and WCW.",,high
612,Hollywood Hulk Hogan,by_wrestler,2002,Pocket Books,Hulk Hogan; Michael Jan Friedman,US,rock_n_wrestling,Hulk Hogan,9780743457651,Hogan's first autobiography covering AWA through nWo.,,high
616,It's Good to Be the King...Sometimes,by_wrestler,2002,WWE Books / Pocket Books,Doug Asheville; Jerry Lawler,US,rock_n_wrestling,Jerry Lawler,9780743457712,"Lawler's memoir covering Memphis, the Andy Kaufman feud, USWA, and WWF.",,high
401,The Stone Cold Truth,by_wrestler,2003,Pocket Books,Dennis Brent; Jim Ross; Steve Austin,US,attitude,Steve Austin,9780743477208,Austin's autobiography covering his career through retirement.,https://slamwrestling.net/archives/books/,high
17,Adam Copeland on Edge,by_wrestler,2004,Pocket Books,Adam Copeland,Canada,attitude,Edge,9780743484619,Edge's first autobiography covering his Toronto upbringing and rise through indie/WWF.,https://slamwrestling.net/archives/books/,high
615,Chair Shots and Other Obstacles,by_wrestler,2004,Triumph Books,Bobby Heenan; Steve Anderson,US,modern,Bobby Heenan,9781572437135,Sequel covering Heenan's cancer fight and life after wrestling.,,high
607,To Be the Man,by_wrestler,2004,Pocket Books,Keith Elliot Greenberg; Mark Madden; Ric Flair,US,territorial,Ric Flair,9780743456906,"Flair's autobiography covering Mid-Atlantic, NWA/WCW, WWF, and his life behind the strut.",,high
77,"Cheating Death, Stealing Life: The Eddie Guerrero Story",by_wrestler,2005,Pocket Books,Eddie Guerrero; Michael Krugman,US,attitude,Eddie Guerrero,9781416505556,"Guerrero's memoir released shortly before his death, covering Mexico, Japan, ECW, WCW, and WWE.",https://slamwrestling.net/archives/books/,high
157,Heartbreak & Triumph: The Shawn Michaels Story,by_wrestler,2005,Pocket Books,Aaron Feigenbaum; Shawn Michaels,US,attitude,Shawn Michaels,9780743493802,HBK's first autobiography covering his career through 2005 comeback.,https://slamwrestling.net/archives/books/,high
472,Walking a Golden Mile,by_wrestler,2005,WWE Books / Pocket Books,Neil Chandler; William Regal,UK,modern,William Regal,9780743490030,Regal's memoir on his British wrestling apprenticeship through WCW and WWE.,https://slamwrestling.net/archives/books/,high
640,Wrestlers Are Like Seagulls: From McMahon to McMahon,by_wrestler,2005,Crowbar Press,J.J. Dillon; Philip Varriale; Scott Teal,US,territorial,J.J. Dillon,,Memoir from the manager of the Four Horsemen and longtime WCW front-office figure.,,high
12,A Lion's Tale: Around The World In Spandex,by_wrestler,2007,Grand Central Publishing,Chris Jericho,Canada,attitude,Chris Jericho,9780446538152,"Jericho's first autobiography covering his early career in Mexico, Japan, ECW and WCW up to his 1999 WWF debut.",https://slamwrestling.net/archives/books/,high
161,Hitman: My Real Life in the Cartoon World of Wrestling,by_wrestler,2007,Grand Central Publishing,Bret Hart,Canada,rock_n_wrestling,Bret Hart,9780446539722,"Bret Hart's massive 568-page autobiography written from his daily journals. Definitive account of the Hart family, Stampede, WWF, the Montreal Screwjob, and his career-ending stroke.",https://slamwrestling.net/archives/books/,high
641,Is That Wrestling Fake? The Bear Facts,by_wrestler,2007,Crowbar Press,Ivan Koloff; Scott Teal,Canada,territorial,Ivan Koloff,,"Memoir from the Russian Bear, the man who beat Bruno Sammartino.",,high
365,The Hardcore Diaries,by_wrestler,2007,Pocket Books,Mick Foley,US,modern,Mick Foley,9781416558569,Diary-style memoir of Foley's 2006 WWE comeback culminating in the ECW One Night Stand match.,https://slamwrestling.net/archives/books/,high
613,My Life Outside the Ring,by_wrestler,2009,St. Martin's Press,Hulk Hogan; Mark Dagostino,US,modern,Hulk Hogan,9780312643041,"Hogan's second memoir, focused on his post-wrestling tabloid life.",,high
603,Countdown to Lockdown,by_wrestler,2010,Grand Central Publishing,Mick Foley,US,modern,Mick Foley,9780446564618,Foley's TNA-era memoir covering his match with Sting at Lockdown 2009.,,high
7,63 Documents the Government Doesn't Want You to Read,by_wrestler,2011,,Jesse Ventura,,,,,Wrestler-turned-Minnesota-governor Jesse Ventura's investigation of suppressed government documents.,https://slamwrestling.net/archives/books/,high
324,Straight From The Hart,by_wrestler,2011,ECW Press,Bruce Hart,Canada,territorial,Hart Family,9781770410374,Bruce Hart's pull-no-punches memoir on the Hart family and Stampede.,https://slamwrestling.net/archives/books/,high
446,"Undisputed: How to Become the World Champion in 1,372 Easy Steps",by_wrestler,2011,Grand Central Publishing,Chris Jericho,Canada,modern,Chris Jericho,9780446538169,Sequel covering his WWF/WWE career through his first retirement.,https://slamwrestling.net/archives/books/,high
649,"Wrestling Reality: The Life and Mind of Chris Kanyon, Wrestling's Gay Superstar",by_wrestler,2011,ECW Press,Chris Kanyon; Ryan Clark,Canada,modern,Chris Kanyon,9781770410220,Posthumously published memoir of WCW/WWE star Chris Kanyon.,,high
650,Booker T: From Prison to Promise,by_wrestler,2012,Medallion Press,Andrew William Wright; Booker T Huffman,US,modern,Booker T,9781605425160,"Booker T's memoir on his troubled youth, prison time, and wrestling career.",,high
339,The Best In The World: At What I Have No Idea,by_wrestler,2014,Gotham Books,Chris Jericho,Canada,modern,Chris Jericho,9781592408795,"Third memoir on Fozzy, his WWE return, podcasting, and DWTS.",https://slamwrestling.net/archives/books/,high
639,"Is Wrestling Fixed? I Didn't Know It Was Broken: From Photo Shoots and Sensational Stories to the WWE Network, Bill Apter's Incredible Pro Wrestling Journey",by_wrestler,2015,ECW Press,Bill Apter,Canada,,,9781770412613,Veteran Apter Magazine photo editor/writer's memoir of his career.,,high
250,No Is a Four-Letter Word: How I Failed Spelling But Succeeded in Life,by_wrestler,2017,Da Capo Press,Chris Jericho,Canada,modern,Chris Jericho,9780306825675,Self-help / memoir hybrid based on Jericho's life rules.,https://slamwrestling.net/archives/books/,high
303,Second Nature: The Legacy of Ric Flair and the Rise of Charlotte,by_wrestler,2017,Thomas Dunne Books,Brian Shields; Charlotte Flair; Ric Flair,US,modern,Ric Flair,9781250105875,Co-authored memoir with daughter Charlotte covering both careers.,https://slamwrestling.net/archives/books/,high
